0, 36, 0.00000, 0.08732, 0.07601, 0.10717, 0.10717, 0.02772, 0.05543, 0.10543, 0.07772, 0.13420, 0.82710, 
1, 52, 1.00000, 0.12349, 0.09512, 0.14556, 0.14556, 0.04564, 0.09129, 0.14129, 0.09564, 0.32574, 0.77395, 
2, 23, 2.00000, 0.13087, 0.10280, 0.15403, 0.15403, 0.05044, 0.10088, 0.15088, 0.10044, 0.40365, 0.52347, 
3, 17, 3.00000, 0.13979, 0.10824, 0.15403, 0.15403, 0.05624, 0.11247, 0.16247, 0.10624, 0.18571, 0.33064, 
4, 0, 4.00000, 0.15806, 0.11938, 0.17986, 0.17986, 0.06810, 0.13620, 0.18620, 0.11810, 0.46846, 0.76507, 
5, 48, 5.00000, 0.16430, 0.12318, 0.18601, 0.18601, 0.07215, 0.14430, 0.19430, 0.12215, 0.44828, 0.54956, 
6, 18, 6.00000, 0.14803, 0.11455, 0.16301, 0.16301, 0.06295, 0.12590, 0.17590, 0.11295, 0.62707, 0.39708, 
7, 33, 7.00000, 0.13112, 0.10558, 0.13911, 0.13911, 0.05339, 0.10678, 0.15678, 0.10339, 0.55529, 0.31631, 
8, 50, 8.00000, 0.15760, 0.15186, 0.18049, 0.18049, 0.07728, 0.15456, 0.20456, 0.12728, 0.40284, 1.00000, 
9, 2, 9.00000, 0.16255, 0.15605, 0.18822, 0.18822, 0.08174, 0.16348, 0.21348, 0.13174, 0.47573, 0.58723, 
10, 37, 10.00000, 0.15959, 0.15354, 0.18359, 0.18359, 0.07907, 0.15814, 0.20814, 0.12907, 0.49556, 0.42879, 
11, 20, 11.00000, 0.15265, 0.14921, 0.17673, 0.17673, 0.07445, 0.14889, 0.19889, 0.12445, 0.47249, 0.35696, 
12, 43, 12.00000, 0.15284, 0.14937, 0.17690, 0.17690, 0.07462, 0.14924, 0.19924, 0.12462, 0.36105, 0.36539, 
13, 11, 13.00000, 0.14434, 0.14378, 0.16686, 0.16686, 0.06971, 0.13941, 0.18941, 0.11971, 0.55823, 0.43537, 
