0, 0.00000, 0.06177, 0.05841, 0.05000, 0.05000, 0.00896, 0.01792, 0.06792, 0.05896, 0.05105, 0.27503, 
1, 1.00000, 0.07634, 0.07336, 0.05000, 0.05000, 0.01978, 0.03956, 0.08956, 0.06978, 0.08231, 0.35278, 
2, 2.00000, 0.08797, 0.08245, 0.05000, 0.05000, 0.02947, 0.05893, 0.10893, 0.07947, 0.09391, 0.33612, 
3, 3.00000, 0.09087, 0.08472, 0.05000, 0.05000, 0.03189, 0.06377, 0.11377, 0.08189, 0.11453, 0.17499, 
4, 4.00000, 0.09579, 0.08857, 0.05000, 0.05000, 0.03599, 0.07197, 0.12197, 0.08599, 0.11967, 0.22221, 
5, 5.00000, 0.14771, 0.14545, 0.05000, 0.05000, 0.06534, 0.13068, 0.18068, 0.11534, 0.18561, 0.91947, 
6, 6.00000, 0.15348, 0.14851, 0.05000, 0.05000, 0.06860, 0.13720, 0.18720, 0.11860, 0.24350, 0.32501, 
7, 7.00000, 0.15015, 0.14674, 0.05000, 0.05000, 0.06672, 0.13344, 0.18344, 0.11672, 0.25264, 0.20554, 
8, 8.00000, 0.14503, 0.14403, 0.05000, 0.05000, 0.06382, 0.12765, 0.17765, 0.11382, 0.24737, 0.17500, 
9, 9.00000, 0.14541, 0.14430, 0.05000, 0.05000, 0.06411, 0.12822, 0.17822, 0.11411, 0.21503, 0.22223, 
10, 10.00000, 0.15339, 0.15259, 0.05000, 0.05000, 0.06929, 0.13858, 0.18858, 0.11929, 0.26499, 0.39445, 
11, 11.00000, 0.15840, 0.15565, 0.05000, 0.05000, 0.07254, 0.14509, 0.19509, 0.12254, 0.24089, 0.32225, 
12, 12.00000, 0.15367, 0.15276, 0.05000, 0.05000, 0.06947, 0.13894, 0.18894, 0.11947, 0.24902, 0.17219, 
13, 13.00000, 0.16378, 0.15893, 0.05000, 0.05000, 0.07604, 0.15208, 0.20208, 0.12604, 0.24134, 0.40559, 
14, 14.00000, 0.16055, 0.15680, 0.05000, 0.05000, 0.07417, 0.14834, 0.19834, 0.12417, 0.28287, 0.23611, 
15, 15.00000, 0.15771, 0.15547, 0.05000, 0.05000, 0.07337, 0.14674, 0.19513, 0.12257, 0.22341, 0.18333, 
16, 16.00000, 0.15310, 0.15087, 0.05000, 0.05000, 0.07076, 0.14152, 0.18992, 0.11996, 0.31522, 0.25004, 
17, 17.00000, 0.14995, 0.14920, 0.05000, 0.05000, 0.06898, 0.13796, 0.18635, 0.11818, 0.25570, 0.21111, 
18, 18.00000, 0.14655, 0.14740, 0.05000, 0.05000, 0.06706, 0.13412, 0.18252, 0.11626, 0.25069, 0.20275, 
19, 19.00000, 0.14082, 0.14474, 0.05000, 0.05000, 0.06422, 0.12844, 0.17684, 0.11342, 0.25991, 0.18889, 
20, 20.00000, 0.15308, 0.15044, 0.05000, 0.05000, 0.07030, 0.14059, 0.18899, 0.11949, 0.25088, 0.40280, 
21, 21.00000, 0.15851, 0.15349, 0.05000, 0.05000, 0.07399, 0.14797, 0.19637, 0.12318, 0.22998, 0.32224, 
22, 22.00000, 0.15475, 0.15120, 0.05000, 0.05000, 0.07155, 0.14310, 0.19149, 0.12075, 0.24985, 0.18890, 
23, 23.00000, 0.15976, 0.15425, 0.05000, 0.05000, 0.07480, 0.14960, 0.19799, 0.12400, 0.24375, 0.32503, 
24, 24.00000, 0.15958, 0.15411, 0.05000, 0.05000, 0.07467, 0.14933, 0.19773, 0.12387, 0.24775, 0.24445, 
25, 25.00000, 0.16599, 0.16446, 0.05000, 0.05000, 0.08001, 0.16002, 0.20841, 0.12921, 0.29150, 0.42504, 
26, 26.00000, 0.19209, 0.18259, 0.05000, 0.05000, 0.09932, 0.19864, 0.24704, 0.14852, 0.25329, 0.73613, 
27, 27.00000, 0.18736, 0.18067, 0.05000, 0.05000, 0.09581, 0.19162, 0.24001, 0.14501, 0.26838, 0.18054, 
28, 28.00000, 0.18119, 0.17637, 0.05000, 0.05000, 0.09123, 0.18245, 0.23085, 0.14043, 0.28952, 0.17498, 
29, 29.00000, 0.17744, 0.17249, 0.05000, 0.05000, 0.08844, 0.17689, 0.22528, 0.13764, 0.31125, 0.24168, 
30, 30.00000, 0.17205, 0.16873, 0.05000, 0.05000, 0.08444, 0.16889, 0.21728, 0.13364, 0.27227, 0.17226, 
31, 31.00000, 0.16671, 0.16501, 0.05000, 0.05000, 0.08047, 0.16094, 0.20934, 0.12967, 0.26316, 0.16388, 
32, 32.00000, 0.16245, 0.16204, 0.05000, 0.05000, 0.07731, 0.15461, 0.20301, 0.12651, 0.25412, 0.17499, 
33, 33.00000, 0.16221, 0.16188, 0.05000, 0.05000, 0.07718, 0.15435, 0.20266, 0.12633, 0.22386, 0.21946, 
34, 34.00000, 0.19482, 0.18453, 0.05000, 0.05000, 0.10131, 0.20262, 0.25093, 0.15046, 0.24688, 0.85020, 
35, 35.00000, 0.18944, 0.17948, 0.05000, 0.05000, 0.09715, 0.19430, 0.24261, 0.14630, 0.31788, 0.21390, 
36, 36.00000, 0.18134, 0.17454, 0.05000, 0.05000, 0.09189, 0.18378, 0.23209, 0.14105, 0.30644, 0.17501, 
37, 37.00000, 0.17389, 0.17000, 0.05000, 0.05000, 0.08705, 0.17410, 0.22241, 0.13620, 0.29330, 0.17224, 
38, 38.00000, 0.17881, 0.17300, 0.05000, 0.05000, 0.09025, 0.18050, 0.22881, 0.13940, 0.28118, 0.36115, 
39, 39.00000, 0.16909, 0.16708, 0.04398, 0.04398, 0.08393, 0.16787, 0.21618, 0.13309, 0.32730, 0.16944, 
40, 40.00000, 0.16457, 0.16432, 0.04398, 0.04398, 0.08100, 0.16200, 0.21030, 0.13015, 0.27340, 0.20000, 
41, 41.00000, 0.16016, 0.16164, 0.04398, 0.04398, 0.07813, 0.15627, 0.20458, 0.12729, 0.26605, 0.19445, 
42, 42.00000, 0.19537, 0.18309, 0.04398, 0.04398, 0.10100, 0.20200, 0.25031, 0.15016, 0.25890, 0.83060, 
43, 43.00000, 0.20088, 0.18755, 0.04398, 0.04398, 0.10467, 0.20934, 0.25765, 0.15383, 0.33327, 0.42499, 
44, 44.00000, 0.21897, 0.20217, 0.04398, 0.04398, 0.11672, 0.23345, 0.28175, 0.16588, 0.33327, 0.64444, 
45, 45.00000, 0.20760, 0.19522, 0.04398, 0.04398, 0.10934, 0.21867, 0.26698, 0.15849, 0.35689, 0.17221, 
46, 46.00000, 0.20576, 0.19410, 0.04398, 0.04398, 0.10814, 0.21629, 0.26460, 0.15730, 0.33816, 0.30836, 
47, 47.00000, 0.19473, 0.18738, 0.04398, 0.04398, 0.10098, 0.20195, 0.22877, 0.13938, 0.37638, 0.19722, 
48, 48.00000, 0.18269, 0.18004, 0.02861, 0.02861, 0.09316, 0.18632, 0.21313, 0.13157, 0.38431, 0.18889, 
49, 49.00000, 0.17472, 0.17519, 0.01844, 0.01844, 0.08798, 0.17597, 0.20278, 0.12639, 0.34052, 0.21111, 
50, 50.00000, 0.16665, 0.17027, 0.00816, 0.00816, 0.08274, 0.16549, 0.19230, 0.12115, 0.31158, 0.18054, 
51, 51.00000, 0.16539, 0.16958, 0.00816, 0.00816, 0.08201, 0.16402, 0.19083, 0.12042, 0.28217, 0.26385, 
52, 52.00000, 0.17272, 0.17356, 0.00816, 0.00816, 0.08625, 0.17250, 0.19931, 0.12465, 0.28217, 0.38611, 
53, 53.00000, 0.16483, 0.16928, 0.00816, 0.00816, 0.08169, 0.16338, 0.19019, 0.12009, 0.28217, 0.17779, 
54, 54.00000, 0.16066, 0.16758, 0.00398, 0.00398, 0.07987, 0.15974, 0.18655, 0.11828, 0.33149, 0.28610, 
55, 55.00000, 0.19528, 0.18089, 0.00398, 0.00398, 0.08792, 0.17583, 0.21873, 0.13436, 0.25338, 0.65553, 
56, 56.00000, 0.18488, 0.17519, 0.00398, 0.00398, 0.08184, 0.16367, 0.19441, 0.12221, 0.33530, 0.18334, 
57, 57.00000, 0.17191, 0.16954, 0.00398, 0.00398, 0.07582, 0.15163, 0.17033, 0.11017, 0.34773, 0.19724, 
58, 58.00000, 0.16440, 0.16646, 0.00398, 0.00398, 0.07254, 0.14508, 0.16378, 0.10689, 0.31520, 0.23333, 
59, 59.00000, 0.15518, 0.16269, 0.00398, 0.00398, 0.06852, 0.13705, 0.15575, 0.10287, 0.31520, 0.20276, 
60, 60.00000, 0.14502, 0.15854, 0.00398, 0.00398, 0.06409, 0.12819, 0.14689, 0.09844, 0.31520, 0.17778, 
61, 61.00000, 0.19116, 0.18760, 0.00398, 0.00398, 0.09507, 0.19013, 0.20883, 0.12942, 0.22570, 1.00000, 
62, 62.00000, 0.17952, 0.18252, 0.00398, 0.00398, 0.08965, 0.17931, 0.19801, 0.12400, 0.35193, 0.21667, 
63, 63.00000, 0.21614, 0.19973, 0.00398, 0.00398, 0.10800, 0.21600, 0.23470, 0.14235, 0.32228, 0.78093, 
64, 64.00000, 0.20155, 0.19287, 0.00398, 0.00398, 0.10069, 0.20138, 0.22008, 0.13504, 0.32228, 0.19723, 
65, 65.00000, 0.18002, 0.18148, 0.00000, 0.00000, 0.09131, 0.18261, 0.20131, 0.12566, 0.40963, 0.17500, 
66, 66.00000, 0.20255, 0.19131, 0.00000, 0.00000, 0.10177, 0.20355, 0.22225, 0.13612, 0.33552, 0.59722, 
0, 0.00000, 0.19087, 0.18511, 0.00000, 0.00000, 0.09517, 0.19034, 0.20904, 0.12952, 0.34011, 0.17500, 
1, 1.00000, 0.18743, 0.17956, 0.00000, 0.00000, 0.09230, 0.18461, 0.20331, 0.12666, 0.35217, 0.28057, 
2, 2.00000, 0.18336, 0.17637, 0.00000, 0.00000, 0.08891, 0.17782, 0.19652, 0.12326, 0.27099, 0.18611, 
3, 3.00000, 0.18003, 0.17377, 0.00000, 0.00000, 0.08614, 0.17227, 0.19097, 0.12049, 0.26376, 0.19444, 
4, 4.00000, 0.17632, 0.17087, 0.00000, 0.00000, 0.08304, 0.16609, 0.18479, 0.11739, 0.25786, 0.18055, 
5, 5.00000, 0.21067, 0.19234, 0.00000, 0.00000, 0.10592, 0.21185, 0.23055, 0.14028, 0.27255, 0.84456, 
6, 6.00000, 0.20992, 0.19166, 0.00000, 0.00000, 0.10550, 0.21100, 0.22970, 0.13985, 0.40233, 0.39169, 
7, 7.00000, 0.19715, 0.18488, 0.00000, 0.00000, 0.09828, 0.19656, 0.21526, 0.13263, 0.34992, 0.16942, 
8, 8.00000, 0.24457, 0.21004, 0.00000, 0.00000, 0.12509, 0.25018, 0.26889, 0.15944, 0.32967, 1.00000, 
9, 9.00000, 0.23913, 0.20715, 0.00000, 0.00000, 0.12202, 0.24403, 0.26273, 0.15637, 0.40485, 0.32792, 
10, 10.00000, 0.22582, 0.19993, 0.00000, 0.00000, 0.11432, 0.22864, 0.24734, 0.14867, 0.39247, 0.20004, 
11, 11.00000, 0.22385, 0.19882, 0.00000, 0.00000, 0.11334, 0.22669, 0.24539, 0.14769, 0.41327, 0.38890, 
12, 12.00000, 0.24210, 0.20911, 0.00000, 0.00000, 0.12239, 0.24477, 0.26347, 0.15674, 0.41327, 0.63610, 
13, 13.00000, 0.23127, 0.19947, 0.00000, 0.00000, 0.11692, 0.23385, 0.25255, 0.15127, 0.48935, 0.35278, 
14, 14.00000, 0.22138, 0.19345, 0.00000, 0.00000, 0.11050, 0.22101, 0.23971, 0.14486, 0.36047, 0.20000, 
15, 15.00000, 0.21078, 0.18698, 0.00000, 0.00000, 0.10362, 0.20723, 0.22593, 0.13797, 0.34442, 0.17222, 
16, 16.00000, 0.19684, 0.18128, 0.00000, 0.00000, 0.09754, 0.19508, 0.21378, 0.13189, 0.39078, 0.23889, 
17, 17.00000, 0.17552, 0.17256, 0.00000, 0.00000, 0.08824, 0.17649, 0.19519, 0.12259, 0.36855, 0.13611, 
18, 18.00000, 0.17405, 0.17170, 0.00000, 0.00000, 0.08720, 0.17441, 0.19311, 0.12155, 0.26491, 0.23889, 
19, 19.00000, 0.16781, 0.16789, 0.00000, 0.00000, 0.08315, 0.16630, 0.18500, 0.11750, 0.27915, 0.17779, 
20, 20.00000, 0.16270, 0.16478, 0.00000, 0.00000, 0.07983, 0.15966, 0.17836, 0.11418, 0.26901, 0.18607, 
21, 21.00000, 0.18770, 0.18451, 0.00000, 0.00000, 0.09833, 0.19667, 0.21537, 0.13268, 0.25689, 0.71944, 
22, 22.00000, 0.17909, 0.17508, 0.00000, 0.00000, 0.09347, 0.18693, 0.20563, 0.12782, 0.39669, 0.27500, 
23, 23.00000, 0.17355, 0.17123, 0.00000, 0.00000, 0.08936, 0.17873, 0.19743, 0.12371, 0.27754, 0.17500, 
24, 24.00000, 0.16401, 0.16881, 0.00000, 0.00000, 0.08493, 0.16986, 0.18856, 0.11928, 0.29694, 0.18611, 
25, 25.00000, 0.16402, 0.16882, 0.00000, 0.00000, 0.08494, 0.16989, 0.18859, 0.11929, 0.26915, 0.26944, 
26, 26.00000, 0.15701, 0.16247, 0.00000, 0.00000, 0.08039, 0.16078, 0.17948, 0.11474, 0.29996, 0.18612, 
27, 27.00000, 0.15453, 0.16095, 0.00000, 0.00000, 0.07877, 0.15755, 0.17625, 0.11313, 0.25702, 0.21666, 
28, 28.00000, 0.14904, 0.15761, 0.00000, 0.00000, 0.07521, 0.15042, 0.16912, 0.10956, 0.25297, 0.16390, 
29, 29.00000, 0.14599, 0.15575, 0.00000, 0.00000, 0.07323, 0.14645, 0.16515, 0.10758, 0.24406, 0.19444, 
